,sentence_id,token_id,token,POS_tag
97,4,97,用,p
98,4,98,手,n
99,4,99,抹去,v
100,4,100,，,w
101,4,101,隨即,d
102,4,102,又,d
103,4,103,流出,v
104,4,104,了,u
105,4,105,幾,m
106,4,106,線,q
107,4,107,來,v
108,4,108,。,w
109,5,109,「,w
110,5,110,難道,d
111,5,111,再,d
112,5,112,要,v
113,5,113,和,p
114,5,114,去年,t
115,5,115,一樣,a
116,5,116,嗎,y
117,5,117,？,w
118,6,118,我,r
119,6,119,的,u
120,6,120,天,n
121,6,121,哪,y
122,6,122,！,w
123,7,123,」,w
124,7,124,他,r
125,7,125,低聲,d
126,7,126,地,u
127,7,127,說,v
128,7,128,了,u
129,7,129,這麼,r
130,7,130,一,m
131,7,131,句,q
132,7,132,，,w
133,7,133,便,d
134,7,134,回頭,v
135,7,135,反望,v
136,7,136,著,u
137,7,137,坐,v
138,7,138,在,p
139,7,139,戲台,n
140,7,140,下,f
141,7,141,的,u
142,7,142,妻子,n
143,7,143,，,w
144,7,144,很,d
145,7,145,遲疑,v
146,7,146,地,u
147,7,147,說,v
148,7,148,著,u
149,7,149,：,w
150,7,150,「,w
151,7,151,秋兒,nr
152,7,152,的,u
153,7,153,娘,n
154,7,154,呀,y
155,7,155,！,w
156,8,156,『,w
157,8,157,驚蟄,t
158,8,158,一,d
159,8,159,過,v
160,8,160,，,w
161,8,161,棉褲,n
162,8,162,脫落,v
163,8,163,！,w
164,9,164,』,w
165,9,165,現在,t
166,9,166,快,d
167,9,167,清明,t
168,9,168,了,y
169,9,169,，,w
170,9,170,還,d
171,9,171,脫,v
172,9,172,不,d
173,9,173,下,v
174,9,174,袍,n
175,9,175,兒,k
176,9,176,。,w
177,10,177,這,r
178,10,178,，,w
179,10,179,莫非,d
180,10,180,是,v
181,10,181,又,d
182,10,182,要,v
183,10,183,和,p
184,10,184,去年,t
185,10,185,一樣,a
186,10,186,嗎,y
187,10,187,？,w
188,11,188,」,w
189,11,189,雲普,nr
190,11,190,嬸,Ng
191,11,191,沒有,d
192,11,192,回答,v
193,11,193,，,w
194,11,194,在,d
195,11,195,忙著,v
196,11,196,給,p
197,11,197,懷中,s
198,11,198,的,u
199,11,199,四喜兒,nr
200,11,200,餵奶,v
201,11,201,。,w
202,12,202,天氣,n
203,12,203,也,d
204,12,204,真,d
205,12,205,太,d
206,12,206,使,v
207,12,207,人,n
208,12,208,著急,a
209,12,209,了,y
210,12,210,，,w
211,12,211,立春,t
212,12,212,後,f
213,12,213,一連,d
214,12,214,下,v
215,12,215,了,u
216,12,216,三十,m
217,12,217,多,m
218,12,218,天,q
219,12,219,雨,n
220,12,220,沒有,d
221,12,221,停住,v
222,12,222,過,u
223,12,223,，,w
224,12,224,人們,n
225,12,225,都,d
226,12,226,感受,v
227,12,227,著,v
228,12,228,深沉,a
229,12,229,的,u
230,12,230,恐怖,vn
231,12,231,。,w
232,13,232,往常,t
233,13,233,都,d
234,13,234,是,v
235,13,235,這樣,r
236,13,236,；,w
237,13,237,春分,t
238,13,238,奇,d
239,13,239,冷,a
240,13,240,，,w
241,13,241,一定,d
242,13,242,又,d
243,13,243,是,v
244,13,244,一,m
245,13,245,個,q
246,13,246,大水,n
247,13,247,年歲,n
248,13,248,。,w
249,14,249,「,w
250,14,250,天,n
251,14,251,啦,y
252,14,252,！,w
253,15,253,要,v
254,15,254,又,d
255,15,255,是,v
256,15,256,一樣,a
257,15,257,，,w
258,15,258,…,w
259,15,259,…,w
260,16,260,」,w
261,16,261,雲普,nr
262,16,262,叔,n
263,16,263,又,d
264,16,264,掉頭,v
265,16,265,望,v
266,16,266,著,u
267,16,267,天,n
268,16,268,，,w
269,16,269,將,p
270,16,270,手,n
271,16,271,中,f
272,16,272,的,u
273,16,273,一,m
274,16,274,根,q
275,16,275,旱煙管,n
276,16,276,，,w
277,16,277,不,d
278,16,278,住,v
279,16,279,地,u
280,16,280,在,p
281,16,281,石階級,n
282,16,282,上,f
283,16,283,磕,v
284,16,284,動,v
285,16,285,。,w
286,17,286,「,w
287,17,287,該,v
288,17,288,不,d
289,17,289,會,v
290,17,290,吧,y
291,17,291,！,w
292,18,292,」,w
293,18,293,雲普,nr
294,18,294,嬸,Ng
295,18,295,歇,v
296,18,296,了,u
297,18,297,半天,m
298,18,298,功夫,n
299,18,299,，,w
300,18,300,隨便,a
301,18,301,地,u
302,18,302,說,v
303,18,303,著,u
304,18,304,，,w
305,18,305,臉,n
306,18,306,還是,d
307,18,307,朝著,v
308,18,308,懷中,s
309,18,309,的,u
310,18,310,孩子,n
311,18,311,。,w
312,19,312,「,w
313,19,313,怎麼,r
314,19,314,不,d
315,19,315,會,v
316,19,316,呢,y
317,19,317,？,w
318,20,318,春分,t
319,20,319,過,v
320,20,320,了,y
321,20,321,，,w
322,20,322,還,d
323,20,323,有,v
324,20,324,這樣,r
325,20,325,的,u
326,20,326,寒,Ag
327,20,327,！,w
328,21,328,庚午,t
329,21,329,年,n
330,21,330,，,w
331,21,331,甲子,n
332,21,332,年,n
333,21,333,，,w
334,21,334,丙寅,t
335,21,335,年,n
336,21,336,的,u
337,21,337,春天,t
338,21,338,，,w
339,21,339,不,d
340,21,340,都,d
341,21,341,是,v
342,21,342,有,v
343,21,343,這樣,r
344,21,344,冷,a
345,21,345,嗎,y
346,21,346,？,w
347,22,347,況且,c
348,22,348,，,w
349,22,349,今年,t
350,22,350,的,u
351,22,351,天老爺,n
352,22,352,是,v
353,22,353,要,v
354,22,354,大,d
355,22,355,收,v
356,22,356,人,n
357,22,357,的,u
358,22,358,！,w
359,23,359,」,w
360,23,360,雲普,nr
361,23,361,叔,n
362,23,362,反對,v
363,23,363,妻子,n
364,23,364,的,u
365,23,365,那,r
366,23,366,種,q
367,23,367,隨便,a
368,23,368,的,u
369,23,369,答覆,vn
370,23,370,，,w
371,23,371,好像,v
372,23,372,今年,t
373,23,373,的,u
374,23,374,命運,n
375,23,375,，,w
376,23,376,已經,d
377,23,377,早,ad
378,23,378,在,p
379,23,379,這兒,r
380,23,380,卜,Vg
381,23,381,定,v
382,23,382,了,u
383,23,383,一般,u
384,23,384,。,w
385,24,385,關帝,nr
386,24,386,爺爺,n
387,24,387,的,u
388,24,388,靈,n
389,24,389,簽,n
390,24,390,上,f
391,24,391,曾,d
392,24,392,明白,a
393,24,393,地,u
394,24,394,說,v
395,24,395,過,u
396,24,396,了,y
397,24,397,：,w
398,24,398,今年,t
399,24,399,的,u
400,24,400,人,n
401,24,401,，,w
402,24,402,一定,d
403,24,403,是,v
404,24,404,要,v
405,24,405,死去,v
406,24,406,六,m
407,24,407,七,m
408,24,408,成,q
409,24,409,的,u
410,24,410,！,w
411,25,411,烙印,n
412,25,412,地,u
413,25,413,雲普,nr
414,25,414,叔,n
415,25,415,腦筋,n
416,25,416,中,f
417,25,417,的,u
418,25,418,許多,m
419,25,419,痛苦,a
420,25,420,的,u
421,25,421,印象,n
422,25,422,，,w
423,25,423,湊,v
424,25,424,成,v
425,25,425,了,u
426,25,426,那些,r
427,25,427,恐怖,a
428,25,428,的,u
429,25,429,因子,n
430,25,430,。,w
431,26,431,他,r
432,26,432,記得,v
433,26,433,：,w
434,26,434,甲子,n
435,26,435,年,t
436,26,436,他,r
437,26,437,吃,v
438,26,438,過,u
439,26,439,野菜,n
440,26,440,拌,v
441,26,441,山芋,n
442,26,442,，,w
443,26,443,一,m
444,26,444,天,q
445,26,445,只,d
446,26,446,能,v
447,26,447,撈到,v
448,26,448,一,m
449,26,449,頓,q
450,26,450,。,w
451,27,451,乙,Mg
452,27,452,丑,a
453,27,453,年,n
454,27,454,剛剛,d
455,27,455,好,a
456,27,456,一點,m
457,27,457,，,w
458,27,458,丙,m
459,27,459,寅,Mg
460,27,460,年,n
461,27,461,又,d
462,27,462,喊,v
463,27,463,吃,v
464,27,464,樹根,n
465,27,465,。,w
466,28,466,庚午,nz
467,28,467,辛未,t
468,28,468,年,n
469,28,469,他,r
470,28,470,還,d
471,28,471,年少,a
472,28,472,，,w
473,28,473,好像,v
474,28,474,並,d
475,28,475,不,d
476,28,476,十分,m
477,28,477,痛苦,a
478,28,478,。,w
479,29,479,只,d
480,29,480,有,v
481,29,481,去年,t
482,29,482,，,w
483,29,483,我,r
484,29,484,的,u
485,29,485,天呀,n
486,29,486,！,w
487,30,487,雲普,nr
488,30,488,叔,n
489,30,489,簡直,d
490,30,490,是,v
491,30,491,不,d
492,30,492,能,v
493,30,493,作想,v
494,30,494,啊,y
495,30,495,！,w
496,31,496,去年,t
497,31,497,，,w
498,31,498,雲普,nr
499,31,499,叔,n
500,31,500,一,m
501,31,501,家,q
502,31,502,有,v
503,31,503,八,m
504,31,504,口,q
505,31,505,人,n
506,31,506,喫,v
507,31,507,茶飯,n
508,31,508,，,w
509,31,509,今年,t
510,31,510,就,d
511,31,511,只,d
512,31,512,剩,v
513,31,513,了,u
514,31,514,六,m
515,31,515,個,q
516,31,516,：,w
517,31,517,除了,p
518,31,518,雲普,nr
519,31,519,嬸,n
520,31,520,外,f
521,31,521,，,w
522,31,522,大,a
523,31,523,兒子,n
524,31,524,立秋,nr
525,31,525,二十,m
526,31,526,歲,q
527,31,527,，,w
528,31,528,這,r
529,31,529,是,v
530,31,530,雲普,nr
531,31,531,叔,n
532,31,532,的,u
533,31,533,左右手,j
534,31,534,！,w
535,32,535,二,m
536,32,536,兒子,n
537,32,537,少普,nr
538,32,538,十四,m
539,32,539,歲,q
540,32,540,，,w
541,32,541,也,d
542,32,542,已經,d
543,32,543,開始,v
544,32,544,在,p
545,32,545,田,s
546,32,546,裡,f
547,32,547,和,p
548,32,548,雲普,nr
549,32,549,叔,n
550,32,550,幫忙,v
551,32,551,。,w
552,33,552,女兒,n
553,33,553,英英,nr
554,33,554,十,m
555,33,555,歲,q
556,33,556,，,w
557,33,557,她,r
558,33,558,能,v
559,33,559,跟著,v
560,33,560,媽媽,n
561,33,561,打,v
562,33,562,鬥笠,n
563,33,563,。,w
564,34,564,最,d
565,34,565,小,a
566,34,566,的,u
567,34,567,一,m
568,34,568,個,q
569,34,569,便,d
570,34,570,是,v
571,34,571,四喜兒,nr
572,34,572,，,w
573,34,573,還,d
574,34,574,在,d
575,34,575,吃奶,v
576,34,576,。,w
577,35,577,雲普,nr
578,35,578,爺爺,n
579,35,579,和,c
580,35,580,一,m
581,35,581,個,q
582,35,582,六,m
583,35,583,歲,q
584,35,584,的,u
585,35,585,虎,n
586,35,586,兒,k
587,35,587,，,w
588,35,588,是,v
589,35,589,去年,t
590,35,590,八月,t
591,35,591,吃,v
592,35,592,觀音,n
593,35,593,粉,n
594,35,594,(,w
595,35,595,註,v
596,35,596,一,m
597,35,597,),w
598,35,598,吃,v
599,35,599,死,v
600,35,600,的,u
601,35,601,。,w
602,36,602,這樣,r
603,36,603,一,m
604,36,604,個,q
605,36,605,熱鬧,a
606,36,606,的,u
607,36,607,家庭,n
608,36,608,中,f
609,36,609,，,w
610,36,610,吃,v
611,36,611,呆,a
612,36,612,飯,n
613,36,613,的,u
614,36,614,人,n
615,36,615,一,m
616,36,616,個,q
617,36,617,也,d
618,36,618,沒有,v
619,36,619,，,w
620,36,620,誰,r
621,36,621,不,d
622,36,622,說,v
623,36,623,雲普,nr
624,36,624,叔,n
625,36,625,會,v
626,36,626,發財,v
627,36,627,呢,y
628,36,628,？,w
629,37,629,是,l
630,37,630,的,u
631,37,631,，,w
632,37,632,雲普,nr
633,37,633,叔,n
634,37,634,原,d
635,37,635,是,v
636,37,636,應該,v
637,37,637,發財,v
638,37,638,的,u
639,37,639,人,n
640,37,640,，,w
641,37,641,就,d
642,37,642,因為,c
643,37,643,運氣,n
644,37,644,太,d
645,37,645,不,d
646,37,646,好,a
647,37,647,了,y
648,37,648,，,w
649,37,649,連年,b
650,37,650,的,u
651,37,651,兵災,n
652,37,652,水旱,n
653,37,653,，,w
654,37,654,才,d
655,37,655,把,p
656,37,656,他,r
657,37,657,壓,v
658,37,658,得,u
659,37,659,抬,v
660,37,660,不,d
661,37,661,起,v
662,37,662,頭,n
663,37,663,來,v
664,37,664,。,w
665,38,665,不然,c
666,38,666,，,w
667,38,667,他,r
668,38,668,也,d
669,38,669,不,d
670,38,670,會,v
671,38,671,那麼,r
672,38,672,示弱,v
673,38,673,於,p
674,38,674,人,n
675,38,675,哩,y
676,38,676,！,w
677,39,677,去年,t
678,39,678,，,w
679,39,679,這,r
680,39,680,可怕,a
681,39,681,的,u
682,39,682,去年,t
683,39,683,啦,y
684,39,684,！,w
685,40,685,雲普叔,nr
686,40,686,自己,r
687,40,687,也,d
688,40,688,如同,v
689,40,689,過,v
690,40,690,著,u
691,40,691,夢境,n
692,40,692,一樣,u
693,40,693,。,w
694,41,694,為了,p
695,41,695,連年,b
696,41,696,的,u
697,41,697,兵災,n
698,41,698,水旱,n
699,41,699,，,w
700,41,700,他,r
701,41,701,不得不,d
702,41,702,拚命,v
703,41,703,地,u
704,41,704,加,v
705,41,705,種,v
706,41,706,了,u
707,41,707,何八爺,nr
708,41,708,七,m
709,41,709,畝,q
710,41,710,田,n
711,41,711,，,w
712,41,712,希圖,v
713,41,713,有,v
714,41,714,個,q
715,41,715,轉運,vn
716,41,716,。,w
717,42,717,自己,r
718,42,718,家裡,s
719,42,719,有,v
720,42,720,人手,n
721,42,721,，,w
722,42,722,多,ad
723,42,723,種,v
724,42,724,一,m
725,42,725,畝,q
726,42,726,田,n
727,42,727,，,w
728,42,728,就,d
729,42,729,多,v
730,42,730,一,m
731,42,731,畝,q
732,42,732,田,n
733,42,733,的,u
734,42,734,好處,n
735,42,735,；,w
736,42,736,除,p
737,42,737,納,v
738,42,738,去,v
739,42,739,何,nr
740,42,740,八爺,n
741,42,741,的,u
742,42,742,租,n
743,42,743,谷,Ng
744,42,744,以外,f
745,42,745,，,w
746,42,746,多少,r
747,42,747,總,d
748,42,748,還,d
749,42,749,有,v
750,42,750,幾,m
751,42,751,粒,q
752,42,752,好,d
753,42,753,撈,v
754,42,754,的,u
755,42,755,。,w
756,43,756,能,v
757,43,757,吃,v
758,43,758,一,m
759,43,759,兩,m
760,43,760,年,q
761,43,761,飽飯,n
762,43,762,，,w
763,43,763,還,d
764,43,764,怕,v
765,43,765,弄,v
766,43,766,不,d
767,43,767,發財,v
768,43,768,嗎,y
769,43,769,？,w
770,44,770,主意,n
771,44,771,打定,v
772,44,772,後,f
773,44,773,，,w
774,44,774,雲普,nr
775,44,775,叔,n
776,44,776,就,d
777,44,777,賣掉,v
778,44,778,了,u
779,44,779,自己,r
780,44,780,僅,d
781,44,781,有,v
782,44,782,的,u
783,44,783,一,m
784,44,784,所,q
785,44,785,屋子,n
786,44,786,，,w
787,44,787,來,v
788,44,788,租,v
789,44,789,何,nr
790,44,790,八爺,n
791,44,791,的,u
792,44,792,田,n
793,44,793,種,v
794,44,794,。,w
795,45,795,二月,t
796,45,796,裡,f
797,45,797,，,w
798,45,798,雲普,nr
799,45,799,叔,n
800,45,800,全家,n
801,45,801,搬進,v
802,45,802,到,v
803,45,803,這,r
804,45,804,祠堂,n
805,45,805,裡,f
806,45,806,來,v
807,45,807,了,y
808,45,808,，,w
809,45,809,替,p
810,45,810,祖宗,n
811,45,811,打掃,v
812,45,812,靈牌,n
813,45,813,，,w
814,45,814,春秋,n
815,45,815,二,m
816,45,816,祭,vn
817,45,817,還,d
818,45,818,有,v
819,45,819,一,m
820,45,820,串,q
821,45,821,錢,n
822,45,822,的,u
823,45,823,賞格,n
824,45,824,。,w
825,46,825,自家,r
826,46,826,的,u
827,46,827,屋子,n
828,46,828,，,w
829,46,829,也,d
830,46,830,是,v
831,46,831,由,p
832,46,832,何,nr
833,46,833,八爺,n
834,46,834,承受,v
835,46,835,的,u
836,46,836,。,w
837,47,837,七,m
838,47,838,畝,q
839,47,839,田,n
840,47,840,的,u
841,47,841,租,v
842,47,842,谷,Ng
843,47,843,仍,d
844,47,844,照,v
845,47,845,舊規,n
846,47,846,，,w
847,47,847,三,m
848,47,848,七,m
849,47,849,開,q
850,47,850,，,w
851,47,851,雲普,nr
852,47,852,叔,n
853,47,853,能,v
854,47,854,有,v
855,47,855,三,m
856,47,856,成,q
857,47,857,好,d
858,47,858,到手,v
859,47,859,，,w
860,47,860,便,d
861,47,861,算,v
862,47,862,很,d
863,47,863,不錯,a
864,47,864,的,u
865,47,865,。,w
866,48,866,起先,t
867,48,867,，,w
868,48,868,真,d
869,48,869,使,v
870,48,870,雲普,nr
871,48,871,叔,n
872,48,872,歡喜,a
873,48,873,。,w
874,49,874,雖然,c
875,49,875,和,p
876,49,876,兒子,n
877,49,877,費,v
878,49,878,了,u
879,49,879,很多,m
880,49,880,力氣,n
881,49,881,，,w
882,49,882,然而,c
883,49,883,禾苗,n
884,49,884,很,d
885,49,885,好,a
886,49,886,，,w
887,49,887,雨水,n
888,49,888,也,d
889,49,889,極,d
890,49,890,調和,a
891,49,891,，,w
892,49,892,只要,c
893,49,893,照拂,v
894,49,894,得法,a
895,49,895,，,w
896,49,896,收穫,v
897,49,897,下來,v
898,49,898,，,w
899,49,899,便,d
900,49,900,什麼,r
901,49,901,都,d
902,49,902,不,d
903,49,903,成,v
904,49,904,問題,n
905,49,905,了,y
906,49,906,。,w
907,50,907,看看,v
908,50,908,他,r
909,50,909,，,w
910,50,910,禾苗,n
911,50,911,都,d
912,50,912,發,v
913,50,913,了,u
914,50,914,根,n
915,50,915,，,w
916,50,916,漲,v
917,50,917,了,u
918,50,918,苞,Ng
919,50,919,，,w
920,50,920,很,d
921,50,921,快,a
922,50,922,地,u
923,50,923,便,d
924,50,924,標線,v
925,50,925,了,y
926,50,926,(,w
927,50,927,註,v
928,50,928,二,m
929,50,929,),w
930,50,930,，,w
931,50,931,再,d
932,50,932,刮,v
933,50,933,二,m
934,50,934,三日,t
935,50,935,老,a
936,50,936,南風,n
937,50,937,，,w
938,50,938,就,d
939,50,939,可以,v
940,50,940,看到,v
941,50,941,黃金色,n
942,50,942,的,u
943,50,943,谷子,n
944,50,944,擺,v
945,50,945,在,p
946,50,946,眼前,s
947,50,947,。,w
948,51,948,雲普,nr
949,51,949,叔,n
950,51,950,真是,d
951,51,951,喜歡,v
952,51,952,啊,y
953,51,953,！,w
954,52,954,這,r
955,52,955,不,d
956,52,956,是,v
957,52,957,他,r
958,52,958,日夜,d
959,52,959,辛勞,a
960,52,960,的,u
961,52,961,代價,n
962,52,962,嗎,y
963,52,963,？,w
964,53,964,他,r
965,53,965,幾乎,d
966,53,966,歡喜,a
967,53,967,得,u
968,53,968,發,d
969,53,969,跳,v
970,53,970,起來,v
971,53,971,，,w
972,53,972,就,d
973,53,973,在,p
974,53,974,他,r
975,53,975,將,d
976,53,976,要,v
977,53,977,發,d
978,53,978,跳,v
979,53,979,的,u
980,53,980,第二,m
981,53,981,天,q
982,53,982,哩,y
983,53,983,，,w
984,53,984,天老爺,n
985,53,985,忽然,d
986,53,986,翻,v
987,53,987,了,u
988,53,988,臉,n
989,53,989,。,w
990,54,990,蛋,n
991,54,991,大,a
992,54,992,的,u
993,54,993,雨點,n
994,54,994,由,p
995,54,995,西南,s
996,54,996,方,n
997,54,997,直,d
998,54,998,向,p
999,54,999,這,r
1000,54,1000,壟上,s
1001,54,1001,撲來,v
1002,54,1002,，,w
1003,54,1003,只有,c
1004,54,1004,半天,m
1005,54,1005,功夫,n
1006,54,1006,，,w
1007,54,1007,池塘,n
1008,54,1008,裡,f
1009,54,1009,的,u
1010,54,1010,水,n
1011,54,1011,都,d
1012,54,1012,起,v
1013,54,1013,膨脹,vn
1014,54,1014,。,w
1015,55,1015,雲普,nr
1016,55,1016,叔,n
1017,55,1017,立刻,d
1018,55,1018,就,d
1019,55,1019,感受,v
1020,55,1020,著,v
1021,55,1021,有些,r
1022,55,1022,不安,a
1023,55,1023,似的,u
1024,55,1024,，,w
1025,55,1025,恐怕,d
1026,55,1026,這,r
1027,55,1027,好好,a
1028,55,1028,的,u
1029,55,1029,稻花,n
1030,55,1030,，,w
1031,55,1031,都,d
1032,55,1032,要,v
1033,55,1033,被,p
1034,55,1034,雨點,n
1035,55,1035,打落,v
1036,55,1036,，,w
1037,55,1037,而,c
1038,55,1038,影響,v
1039,55,1039,到,v
1040,55,1040,收成,n
1041,55,1041,的,u
1042,55,1042,不,d
1043,55,1043,豐,Ag
1044,55,1044,。,w
1045,56,1045,午後,t
1046,56,1046,，,w
1047,56,1047,雨,n
1048,56,1048,漸漸,d
1049,56,1049,地,u
1050,56,1050,停住,v
1051,56,1051,了,y
1052,56,1052,，,w
1053,56,1053,雲普,nz
1054,56,1054,叔,n
1055,56,1055,的,u
1056,56,1056,心中,s
1057,56,1057,，,w
1058,56,1058,像,v
1059,56,1059,放,v
1060,56,1060,落,v
1061,56,1061,一,m
1062,56,1062,副,q
1063,56,1063,千,m
1064,56,1064,斤,q
1065,56,1065,擔子,n
1066,56,1066,般,u
1067,56,1067,的,u
1068,56,1068,輕快,a
1069,56,1069,。,w
1070,57,1070,半,m
1071,57,1071,晚上,t
1072,57,1072,，,w
1073,57,1073,天,n
1074,57,1074,上,f
1075,57,1075,忽然,d
1076,57,1076,黑,a
1077,57,1077,得,u
1078,57,1078,伸手,v
1079,57,1079,看,v
1080,57,1080,不,d
1081,57,1081,見,v
1082,57,1082,自家,r
1083,57,1083,的,u
1084,57,1084,拳頭,n
1085,57,1085,，,w
1086,57,1086,四面,f
1087,57,1087,的,u
1088,57,1088,鑼聲,n
1089,57,1089,，,w
1090,57,1090,像,v
1091,57,1091,雷,n
1092,57,1092,一般,u
1093,57,1093,地,u
1094,57,1094,轟,v
1095,57,1095,著,u
1096,57,1096,，,w
1097,57,1097,人聲,n
1098,57,1098,一,m
1099,57,1099,片,q
1100,57,1100,一,m
1101,57,1101,片,q
1102,57,1102,地,u
1103,57,1103,喧嚷,v
1104,57,1104,奔馳,v
1105,57,1105,，,w
1106,57,1106,風,n
1107,57,1107,刮,v
1108,57,1108,得,u
1109,57,1109,呼呼,o
1110,57,1110,地,u
1111,57,1111,叫吼,v
1112,57,1112,。,w
1113,58,1113,雲普,nr
1114,58,1114,叔,n
1115,58,1115,知道,v
1116,58,1116,又,d
1117,58,1117,是,v
1118,58,1118,外面,f
1119,58,1119,發生,v
1120,58,1120,了,u
1121,58,1121,什麼,r
1122,58,1122,意外,a
1123,58,1123,的,u
1124,58,1124,事變,n
1125,58,1125,，,w
1126,58,1126,急急忙忙,z
1127,58,1127,地,u
1128,58,1128,叫,v
1129,58,1129,起,v
1130,58,1130,了,u
1131,58,1131,立秋兒,nr
1132,58,1132,，,w
1133,58,1133,由,p
1134,58,1134,黑暗,a
1135,58,1135,中,f
1136,58,1136,向著,p
1137,58,1137,鑼聲,n
1138,58,1138,的,u
1139,58,1139,響,vn
1140,58,1140,處,n
1141,58,1141,飛跑,v
1142,58,1142,。,w
1143,59,1143,路上,s
1144,59,1144,，,w
1145,59,1145,雲普,nr
1146,59,1146,叔,n
1147,59,1147,到,v
1148,59,1148,了,u
1149,59,1149,小二,nr
1150,59,1150,疤子,n
1151,59,1151,，,w
1152,59,1152,知道,v
1153,59,1153,西水,ns
1154,59,1154,和,c
1155,59,1155,南水,ns
1156,59,1156,一齊,d
1157,59,1157,暴漲,v
1158,59,1158,了,u
1159,59,1159,三,m
1160,59,1160,丈,q
1161,59,1161,多,m
1162,59,1162,，,w
1163,59,1163,曹家壟,ns
1164,59,1164,四圍,f
1165,59,1165,的,u
1166,59,1166,堤,n
1167,59,1167,口,n
1168,59,1168,，,w
1169,59,1169,都,d
1170,59,1170,危險,a
1171,59,1171,得,u
1172,59,1172,厲害,a
1173,59,1173,，,w
1174,59,1174,鑼聲,n
1175,59,1175,是,v
1176,59,1176,喊動,v
1177,59,1177,大家,r
1178,59,1178,去,v
1179,59,1179,擋,v
1180,59,1180,堤,n
1181,59,1181,的,u
1182,59,1182,。,w
1183,60,1183,雲普,nr
1184,60,1184,叔,n
1185,60,1185,吃,v
1186,60,1186,了,u
1187,60,1187,一,d
1188,60,1188,驚,v
1189,60,1189,，,w
1190,60,1190,黑夜,n
1191,60,1191,裡,f
1192,60,1192,陡,ad
1193,60,1193,漲,v
1194,60,1194,幾,m
1195,60,1195,支,q
1196,60,1196,水,n
1197,60,1197,，,w
1198,60,1198,是,v
1199,60,1199,四,m
1200,60,1200,五,m
1201,60,1201,十,m
1202,60,1202,年,q
1203,60,1203,來,f
1204,60,1204,少見,a
1205,60,1205,的,u
1206,60,1206,怪事,n
1207,60,1207,。,w
1208,61,1208,他,r
1209,61,1209,慌,a
1210,61,1210,了,u
1211,61,1211,張,v
1212,61,1212,，,w
1213,61,1213,鑼聲,n
1214,61,1214,越,d
1215,61,1215,響,v
1216,61,1216,越,d
1217,61,1217,厲害,a
1218,61,1218,，,w
1219,61,1219,他,r
1220,61,1220,的,u
1221,61,1221,腳步,n
1222,61,1222,也,d
1223,61,1223,越加,d
1224,61,1224,亂,a
1225,61,1225,了,y
1226,61,1226,。,w
1227,62,1227,天,n
1228,62,1228,黑,a
1229,62,1229,路,n
1230,62,1230,滑,a
1231,62,1231,，,w
1232,62,1232,跌倒,v
1233,62,1233,了,u
1234,62,1234,又,d
1235,62,1235,爬,v
1236,62,1236,起來,v
1237,62,1237,。,w
1238,63,1238,最後,f
1239,63,1239,是,v
1240,63,1240,立秋,nr
1241,63,1241,扶住,v
1242,63,1242,他,r
1243,63,1243,跑,v
1244,63,1244,的,u
1245,63,1245,，,w
1246,63,1246,還,d
1247,63,1247,不,d
1248,63,1248,到,v
1249,63,1249,三,m
1250,63,1250,步,q
1251,63,1251,，,w
1252,63,1252,就,d
1253,63,1253,聽到,v
