,sentence_id,token_id,token,POS_tag
1254,63,1254,一,m
1255,63,1255,聲,q
1256,63,1256,天崩地裂,i
1257,63,1257,的,u
1258,63,1258,震,vn
1259,63,1259,響,n
1260,63,1260,，,w
1261,63,1261,雲普,nr
1262,63,1262,叔,n
1263,63,1263,的,u
1264,63,1264,腳,n
1265,63,1265,象,v
1266,63,1266,彈,v
1267,63,1267,棉花絮,n
1268,63,1268,一般,u
1269,63,1269,戰,Vg
1270,63,1270,動,v
1271,63,1271,起來,v
1272,63,1272,。,w
1273,64,1273,很,d
1274,64,1274,快,a
1275,64,1275,地,u
1276,64,1276,，,w
1277,64,1277,如,v
1278,64,1278,萬,m
1279,64,1279,馬,n
1280,64,1280,奔馳,v
1281,64,1281,般,u
1282,64,1282,的,u
1283,64,1283,浪濤,n
1284,64,1284,向,p
1285,64,1285,他們,r
1286,64,1286,撲來,v
1287,64,1287,了,y
1288,64,1288,。,w
1289,65,1289,立秋,nr
1290,65,1290,急急,z
1291,65,1291,地,u
1292,65,1292,背起,v
1293,65,1293,雲普,nr
1294,65,1294,叔,n
1295,65,1295,返身,v
1296,65,1296,就,d
1297,65,1297,逃,v
1298,65,1298,。,w
1299,66,1299,剛才,t
1300,66,1300,回,v
1301,66,1301,奔到,v
1302,66,1302,自己,r
1303,66,1303,的,u
1304,66,1304,頭,n
1305,66,1305,門口,s
1306,66,1306,，,w
1307,66,1307,水,n
1308,66,1308,已經,d
1309,66,1309,流到,v
1310,66,1310,了,u
1311,66,1311,階,Ng
1312,66,1312,下,f
1313,66,1313,。,w
1314,67,1314,新,a
1315,67,1315,渡口,n
1316,67,1316,的,u
1317,67,1317,堤,n
1318,67,1318,潰,v
1319,67,1319,開,v
1320,67,1320,了,u
1321,67,1321,三十幾,m
1322,67,1322,丈,q
1323,67,1323,寬,a
1324,67,1324,一,m
1325,67,1325,個,q
1326,67,1326,角,n
1327,67,1327,，,w
1328,67,1328,曹,nr
1329,67,1329,家,n
1330,67,1330,壟,v
1331,67,1331,滿,a
1332,67,1332,烷,n
1333,67,1333,子,Ng
1334,67,1334,的,u
1335,67,1335,黃金,n
1336,67,1336,都,d
1337,67,1337,化成,v
1338,67,1338,了,u
1339,67,1339,水,n
1340,67,1340,。,w
1341,68,1341,於是,c
1342,68,1342,雲普,nr
1343,68,1343,叔,n
1344,68,1344,發,v
1345,68,1345,了,u
1346,68,1346,瘋,v
1347,68,1347,。,w
1348,69,1348,半,m
1349,69,1349,年,q
1350,69,1350,辛辛苦苦,z
1351,69,1351,的,u
1352,69,1352,希望,n
1353,69,1353,，,w
1354,69,1354,一,m
1355,69,1355,家,q
1356,69,1356,生命,n
1357,69,1357,的,u
1358,69,1358,泉源,n
1359,69,1359,，,w
1360,69,1360,都,d
1361,69,1361,在,p
1362,69,1362,這,r
1363,69,1363,一剎那,t
1364,69,1364,間,f
1365,69,1365,被,p
1366,69,1366,水,n
1367,69,1367,沖毀,v
1368,69,1368,得,u
1369,69,1369,乾乾淨淨,i
1370,69,1370,了,y
1371,69,1371,。,w
1372,70,1372,他,r
1373,70,1373,終天,d
1374,70,1374,的,u
1375,70,1375,狂呼,v
1376,70,1376,著,v
1377,70,1377,：,w
1378,70,1378,「,w
1379,70,1379,天,n
1380,70,1380,哪,y
1381,70,1381,！,w
1382,71,1382,我,r
1383,71,1383,粒,q
1384,71,1384,粒,q
1385,71,1385,的,u
1386,71,1386,黃金,n
1387,71,1387,都,d
1388,71,1388,化成,v
1389,71,1389,了,u
1390,71,1390,水,n
1391,71,1391,！,w
1392,72,1392,」,w
1393,72,1393,現在,t
1394,72,1394,，,w
1395,72,1395,雲普,nr
1396,72,1396,叔,n
1397,72,1397,又,d
1398,72,1398,見到,v
1399,72,1399,了,u
1400,72,1400,這樣,r
1401,72,1401,希奇,a
1402,72,1402,的,u
1403,72,1403,徵兆,n
1404,72,1404,，,w
1405,72,1405,他,r
1406,72,1406,怎麼,r
1407,72,1407,不,d
1408,72,1408,心急,a
1409,72,1409,呢,y
1410,72,1410,？,w
1411,73,1411,去年,t
1412,73,1412,五月,t
1413,73,1413,到,p
1414,73,1414,現在,t
1415,73,1415,，,w
1416,73,1416,他,r
1417,73,1417,還,d
1418,73,1418,沒有,d
1419,73,1419,吃飽,v
1420,73,1420,過,u
1421,73,1421,一,m
1422,73,1422,頓,q
1423,73,1423,干飯,n
1424,73,1424,。,w
1425,74,1425,六月,t
1426,74,1426,初,f
1427,74,1427,水,n
1428,74,1428,就,d
1429,74,1429,退,v
1430,74,1430,了,y
1431,74,1431,，,w
1432,74,1432,壟上,s
1433,74,1433,的,u
1434,74,1434,饑民,n
1435,74,1435,想,v
1436,74,1436,聯合,v
1437,74,1437,出門,v
1438,74,1438,去,v
1439,74,1439,討,v
1440,74,1440,米,n
1441,74,1441,，,w
1442,74,1442,剛剛,d
1443,74,1443,走到,v
1444,74,1444,寧鄉,ns
1445,74,1445,就,d
1446,74,1446,被,p
1447,74,1447,認作,v
1448,74,1448,了,u
1449,74,1449,亂黨,n
1450,74,1450,趕,v
1451,74,1451,出境,v
1452,74,1452,來,v
1453,74,1453,，,w
1454,74,1454,以後,f
1455,74,1455,就,d
1456,74,1456,半,m
1457,74,1457,步,q
1458,74,1458,大門,n
1459,74,1459,都,d
1460,74,1460,不,d
1461,74,1461,許,v
1462,74,1462,出,v
1463,74,1463,。,w
1464,75,1464,縣城,n
1465,75,1465,裡,f
1466,75,1466,據說,v
1467,75,1467,領,v
1468,75,1468,了,u
1469,75,1469,三萬,m
1470,75,1470,洋錢,n
1471,75,1471,的,u
1472,75,1472,賑,vn
1473,75,1473,款,n
1474,75,1474,，,w
1475,75,1475,鄉下,s
1476,75,1476,沒有,d
1477,75,1477,看見,v
1478,75,1478,發下,v
1479,75,1479,一,m
1480,75,1480,顆,q
1481,75,1481,米,n
1482,75,1482,花,n
1483,75,1483,兒,n
1484,75,1484,。,w
1485,76,1485,何八爺,nr
1486,76,1486,從,p
1487,76,1487,省,n
1488,76,1488,裡,f
1489,76,1489,販,v
1490,76,1490,了,u
1491,76,1491,七十,m
1492,76,1492,擔,q
1493,76,1493,大,a
1494,76,1494,豆子,n
1495,76,1495,回,v
1496,76,1496,壟,Ng
1497,76,1497,濟急,v
1498,76,1498,，,w
1499,76,1499,雲普,nr
1500,76,1500,叔,n
1501,76,1501,只,d
1502,76,1502,借到,v
1503,76,1503,五,m
1504,76,1504,斗,q
1505,76,1505,，,w
1506,76,1506,價錢,n
1507,76,1507,是,v
1508,76,1508,六,m
1509,76,1509,塊,q
1510,76,1510,三,m
1511,76,1511,，,w
1512,76,1512,月息,n
1513,76,1513,四,m
1514,76,1514,分,q
1515,76,1515,五,m
1516,76,1516,。,w
1517,77,1517,一,m
1518,77,1518,家,q
1519,77,1519,有,v
1520,77,1520,八,m
1521,77,1521,口,q
1522,77,1522,人,n
1523,77,1523,，,w
1524,77,1524,後來,t
1525,77,1525,連,u
1526,77,1526,青草,n
1527,77,1527,都,d
1528,77,1528,吃光,v
1529,77,1529,了,y
1530,77,1530,，,w
1531,77,1531,實在,d
1532,77,1532,不,d
1533,77,1533,能,v
1534,77,1534,再,d
1535,77,1535,挨,v
1536,77,1536,下去,v
1537,77,1537,，,w
1538,77,1538,才,d
1539,77,1539,跪,v
1540,77,1540,在,p
1541,77,1541,何,nr
1542,77,1542,八爺,n
1543,77,1543,面前,f
1544,77,1544,加,v
1545,77,1545,借,v
1546,77,1546,了,u
1547,77,1547,三,m
1548,77,1548,斗,q
1549,77,1549,豆子,n
1550,77,1550,。,w
1551,78,1551,八月,t
1552,78,1552,裡,f
1553,78,1553,華家堤,ns
1554,78,1554,掘出,v
1555,78,1555,了,u
1556,78,1556,觀音粉,n
1557,78,1557,，,w
1558,78,1558,壟,n
1559,78,1559,上,f
1560,78,1560,的,u
1561,78,1561,人,n
1562,78,1562,都,d
1563,78,1563,爭先恐後,i
1564,78,1564,地,u
1565,78,1565,跑,v
1566,78,1566,去,v
1567,78,1567,挖,v
1568,78,1568,來,v
1569,78,1569,吃,v
1570,78,1570,，,w
1571,78,1571,雲普,nr
1572,78,1572,叔,n
1573,78,1573,帶,v
1574,78,1574,著,u
1575,78,1575,立秋,nr
1576,78,1576,挖,v
1577,78,1577,了,u
1578,78,1578,兩,m
1579,78,1579,三,m
1580,78,1580,擔,q
1581,78,1581,回來,v
1582,78,1582,，,w
1583,78,1583,吃,v
1584,78,1584,不,d
1585,78,1585,到,v
1586,78,1586,兩,m
1587,78,1587,天,q
1588,78,1588,，,w
1589,78,1589,雲普,nr
1590,78,1590,爺爺,n
1591,78,1591,升天,v
1592,78,1592,了,y
1593,78,1593,，,w
1594,78,1594,臨走,v
1595,78,1595,還,d
1596,78,1596,帶去,v
1597,78,1597,了,u
1598,78,1598,一,m
1599,78,1599,個,q
1600,78,1600,六,m
1601,78,1601,歲,q
1602,78,1602,的,u
1603,78,1603,虎兒,n
1604,78,1604,。,w
1605,79,1605,後來,t
1606,79,1606,，,w
1607,79,1607,壟上,s
1608,79,1608,的,u
1609,79,1609,饑民,n
1610,79,1610,都,d
1611,79,1611,走到,v
1612,79,1612,死亡,vn
1613,79,1613,線上,s
1614,79,1614,了,y
1615,79,1615,，,w
1616,79,1616,才,d
1617,79,1617,由,p
1618,79,1618,何,nr
1619,79,1619,八爺,n
1620,79,1620,代替,v
1621,79,1621,饑民,n
1622,79,1622,向,p
1623,79,1623,縣太爺,n
1624,79,1624,擔保,v
1625,79,1625,不,d
1626,79,1626,會,v
1627,79,1627,變,v
1628,79,1628,亂黨,n
1629,79,1629,，,w
1630,79,1630,再三,d
1631,79,1631,地,u
1632,79,1632,求,v
1633,79,1633,了,u
1634,79,1634,幾,m
1635,79,1635,張,q
1636,79,1636,護照,n
1637,79,1637,，,w
1638,79,1638,分,v
1639,79,1639,途,Ng
1640,79,1640,逃出,v
1641,79,1641,境,Ng
1642,79,1642,來,v
1643,79,1643,。,w
1644,80,1644,雲普,nr
1645,80,1645,叔,n
1646,80,1646,一,m
1647,80,1647,家,q
1648,80,1648,被,p
1649,80,1649,送到,v
1650,80,1650,一,m
1651,80,1651,個,q
1652,80,1652,熱鬧,a
1653,80,1653,的,u
1654,80,1654,城裡,s
1655,80,1655,，,w
1656,80,1656,過,v
1657,80,1657,了,u
1658,80,1658,四,m
1659,80,1659,個,q
1660,80,1660,月,n
1661,80,1661,的,u
1662,80,1662,饑民,n
1663,80,1663,生活,vn
1664,80,1664,，,w
1665,80,1665,年底,t
1666,80,1666,才,d
1667,80,1667,回家,v
1668,80,1668,來,v
1669,80,1669,。,w
1670,81,1670,這,r
1671,81,1671,都,d
1672,81,1672,是,v
1673,81,1673,去年,t
1674,81,1674,啦,y
1675,81,1675,！,w
1676,82,1676,苦,an
1677,82,1677,，,w
1678,82,1678,又,d
1679,82,1679,有,v
1680,82,1680,誰,r
1681,82,1681,能,v
1682,82,1682,知道,v
1683,82,1683,呢,y
1684,82,1684,？,w
1685,83,1685,這,r
1686,83,1686,時候,n
1687,83,1687,，,w
1688,83,1688,壟上,s
1689,83,1689,的,u
1690,83,1690,人,n
1691,83,1691,都,d
1692,83,1692,靠,v
1693,83,1693,著,u
1694,83,1694,臨時,d
1695,83,1695,編,v
1696,83,1696,些,q
1697,83,1697,斗笠,n
1698,83,1698,過活,v
1699,83,1699,。,w
1700,84,1700,下雨,v
1701,84,1701,，,w
1702,84,1702,一,m
1703,84,1703,天,q
1704,84,1704,每,r
1705,84,1705,人,n
1706,84,1706,能,v
1707,84,1707,編,v
1708,84,1708,十,m
1709,84,1709,隻,q
1710,84,1710,斗笠,n
1711,84,1711,，,w
1712,84,1712,就,d
1713,84,1713,可以,v
1714,84,1714,撈到,v
1715,84,1715,兩,m
1716,84,1716,頓,q
1717,84,1717,稀飯,n
1718,84,1718,錢,n
1719,84,1719,。,w
1720,85,1720,雲普,nr
1721,85,1721,叔,n
1722,85,1722,和,c
1723,85,1723,立秋,nr
1724,85,1724,剖,v
1725,85,1725,蔑,Ng
1726,85,1726,；,w
1727,85,1727,少普,nr
1728,85,1728,、,w
1729,85,1729,雲普,nr
1730,85,1730,嬸,n
1731,85,1731,和,c
1732,85,1732,英英,nr
1733,85,1733,日夜,d
1734,85,1734,不停,v
1735,85,1735,地,u
1736,85,1736,趕著,v
1737,85,1737,編,v
1738,85,1738,。,w
1739,86,1739,編,v
1740,86,1740,呀,y
1741,86,1741,，,w
1742,86,1742,盡量,d
1743,86,1743,地,u
1744,86,1744,編,v
1745,86,1745,呀,y
1746,86,1746,！,w
1747,87,1747,不,d
1748,87,1748,編,v
1749,87,1749,有,v
1750,87,1750,什麼,r
1751,87,1751,辦法,n
1752,87,1752,呢,y
1753,87,1753,？,w
1754,88,1754,只要,c
1755,88,1755,是,v
1756,88,1756,有命,v
1757,88,1757,挨到,v
1758,88,1758,秋收,n
1759,88,1759,。,w
1760,89,1760,春雨,n
1761,89,1761,一連,d
1762,89,1762,下,v
1763,89,1763,了,u
1764,89,1764,三十,m
1765,89,1765,多,m
1766,89,1766,天,q
1767,89,1767,了,y
1768,89,1768,，,w
1769,89,1769,天氣,n
1770,89,1770,又,d
1771,89,1771,寒冷,a
1772,89,1772,得,u
1773,89,1773,這麼,r
1774,89,1774,厲害,a
1775,89,1775,，,w
1776,89,1776,滿,a
1777,89,1777,壟上,s
1778,89,1778,的,u
1779,89,1779,人,n
1780,89,1780,，,w
1781,89,1781,都,d
1782,89,1782,懷,v
1783,89,1783,著,u
1784,89,1784,一,m
1785,89,1785,種,q
1786,89,1786,同樣,d
1787,89,1787,恐怖,a
1788,89,1788,的,u
1789,89,1789,心境,n
1790,89,1790,。,w
1791,90,1791,「,w
1792,90,1792,天,n
1793,90,1793,啦,y
1794,90,1794,！,w
1795,91,1795,今年,t
1796,91,1796,難道,d
1797,91,1797,又,d
1798,91,1798,要,v
1799,91,1799,和,p
1800,91,1800,去年,t
1801,91,1801,一樣,a
1802,91,1802,嗎,y
1803,91,1803,？,w
1804,92,1804,…,w
1805,92,1805,…,w
1806,93,1806,」,w
1807,93,1807,註,v
1808,93,1808,一,m
1809,93,1809,:,w
1810,93,1810,觀音粉,n
1811,93,1811,：,w
1812,93,1812,一,m
1813,93,1813,種,q
1814,93,1814,白色,n
1815,93,1815,的,u
1816,93,1816,細,a
1817,93,1817,泥土,n
1818,93,1818,。,w
1819,94,1819,——,w
1820,94,1820,原注,v
1821,94,1821,。,w
1822,95,1822,註,v
1823,95,1823,二,m
1824,95,1824,:,w
1825,95,1825,標線,n
1826,95,1826,：,w
1827,95,1827,即,v
1828,95,1828,稻,Ng
1829,95,1829,的,u
1830,95,1830,穗子,n
1831,95,1831,從,p
1832,95,1832,禾,n
1833,95,1833,苞,Ng
1834,95,1834,中,f
1835,95,1835,長,v
1836,95,1836,出來,v
1837,95,1837,。,w
1838,96,1838,——,w
1839,96,1839,原注,v
1840,96,1840,。,w
